,Course Title,Course Headline,Rating,Reviews,Course Length,Lectures,Level,Instructor
630,Master Multithreading - Concurrency with Java Examples,"Multithreading, Parallel Computing, Concurrency, Parallel <strong>Programming</strong> - learn in this course with Java code examples",Rating: 4.5 out of 5,152 reviews,5 total hours,19 lectures,All Levels,"Andrii Piatakha, Learn IT University"
631,Shopify Development - Learn Shopify Liquid Programming,Understand how Liquid template <strong>programming</strong> works and start customizing your Shopify themes,Rating: 4.4 out of 5,140 reviews,3.5 total hours,24 lectures,Intermediate,Bernard Polidario
632,Python Programming in 5 Hours,The Ultimate Python Course helps you to Master Python 3 <strong>Programming</strong> fast. [ Python 3.8 Updated ],Rating: 3.7 out of 5,415 reviews,5 total hours,104 lectures,Beginner,Mahmud Ahsan
633,2023-Learn JavaScript Programming in 7 Days,[100%] You will Learn JavaScript <strong>Programming</strong> in 7 Days in Which all the Concept you will clear with <strong>Programming</strong> Examples,Rating: 4.2 out of 5,188 reviews,6.5 total hours,72 lectures,All Levels,Faisal Zamir
634,Learn Java Programming: Classes and Objects (2022 Edition),This mind-blowing online course of 2022 that is focussed on Java <strong>Programming</strong> - Classes and Objects,Rating: 4.3 out of 5,181 reviews,1 total hour,9 lectures,Beginner,"Srinidhi Ranganathan, Saranya Srinidhi"
635,Modern Java: Learn about the Java Programming Language,"Learn about JavaFX, JavaIO, JDBC & much more. By following real-world examples & high quality produced video tutorials.",Rating: 4.7 out of 5,16 reviews,18 total hours,200 lectures,All Levels,Pascal Krause ENG
636,Beginning Object-oriented Programming with C#,Learn OOP fundamentals applied to the C# <strong>programming</strong> language,Rating: 4.8 out of 5,176 reviews,7 total hours,90 lectures,Beginner,Zoran Horvat
637,R Programming for Data Science and Machine Learning,"Learn R <strong>Programming</strong> Language for Data Science, Machine Learning, Data Analysis and Data Visualization with Libraries",Rating: 4.4 out of 5,125 reviews,7.5 total hours,87 lectures,Beginner,The Tech X Learners
638,C# Basics for Beginners: Introduction to Programming with C#,Learn C# Fundamentals in 1 Hour and Dive Into the <strong>Programming</strong> World. C# <strong>Programming</strong> Basics Explained for Beginners,Rating: 4.7 out of 5,210 reviews,2 total hours,24 lectures,Beginner,Victor Gorinov
639,Java Programming Essentials: AP Computer Science A,"AP Computer Science, Java, Java 8, <strong>Programming</strong>, Objected Oriented <strong>Programming</strong>, OOP, BlueJ, Eclipse,  Java SE",Rating: 3.9 out of 5,310 reviews,21 total hours,193 lectures,All Levels,Eric Chou
640,Python 3 Programming: Learn the fundamentals & essentials,"Learn how to successfully & quickly master the fundamentals, basics & essentials of the Python 3 <strong>Programming</strong> Language.",Rating: 4.6 out of 5,15 reviews,7 total hours,96 lectures,All Levels,Pascal Krause ENG
641,Data Science: R Programming Complete Diploma 2023,Learn all the R skills you need to become a Professional and Certified R Programmer with this Complete Bootcamp,Rating: 4.3 out of 5,460 reviews,5 total hours,96 lectures,All Levels,"SDE Arts | Octavo, Ahmed Ibrahim"
642,Python programming Bible - From Beginner to Advanced,"Learn core python <strong>programming</strong> with theory, hands-on, 230+ MCQ python assignments and 5 coding assignments",Rating: 4.6 out of 5,69 reviews,18 total hours,131 lectures,All Levels,Prashant Shekhar
643,LEARNING PATH: Python: Functional Programming with Python,Perceive functional <strong>programming</strong> with Python to efficiently solve real-world problems,Rating: 3.9 out of 5,222 reviews,5.5 total hours,45 lectures,Beginner,Packt Publishing
644,MonoGame: Introduction to C# Game Programming,Learn game development with C# by utilizing the popular MonoGame framework!,Rating: 4.6 out of 5,728 reviews,6.5 total hours,60 lectures,All Levels,Kyle Schaub
645,Complete Python Programming from scratch | Python Projects,"Python <strong>Programming</strong> from very basics to advanced level like Python GUI, Web Scraping , Pygame etc. Python <strong>Programming</strong>",Rating: 4.3 out of 5,148 reviews,6 total hours,38 lectures,Beginner,Goeduhub Technologies
646,Learn Python - Python Programming For Beginners From Scratch,Python is a highly paid <strong>programming</strong> language and is great for beginners. Learn Python from scratch with code exercises.,Rating: 4.3 out of 5,2917 reviews,1 total hour,21 lectures,All Levels,Ian Annase
647,Programming Bootcamp for Kids and Beginners,Learn to be an excellent programmer from the absolute basics,Rating: 4.6 out of 5,19 reviews,2 total hours,54 lectures,Beginner,Shiv G
648,Become a Professional Programmer,"Learn <strong>programming</strong> with HTML5, CSS3, Python, Swift, Google Go, Java, Perl, C++, Ruby on Rails and more.",Rating: 4.6 out of 5,629 reviews,53.5 total hours,505 lectures,All Levels,Stone River eLearning
649,Master in python programming language(Zero to hero),"Master python by learning concepts , doing programs and making wonderful python projects including apps and games",Rating: 4.7 out of 5,114 reviews,10 total hours,103 lectures,All Levels,Shambhavi Gupta
650,C Programming 360° Bootcamp: Zero to Hero,,Rating: 4.8 out of 5,42 reviews,13.5 total hours,118 lectures,All Levels,Electrovert Labs
651,C Programming Language Hands-On-Lab Challenge,,Rating: 0.0 out of 5,0 reviews,22.5 total hours,140 lectures,All Levels,Atish Jain
652,Programming Practices for Software Engineers,,Rating: 0.0 out of 5,0 reviews,7 total hours,84 lectures,All Levels,RougeNeuron Academy
653,8086 Microprocessor - Architecture & Programming,,Rating: 5.0 out of 5,2 reviews,19 total hours,40 lectures,Intermediate,Dr. Yogesh Misra
654,The Guide to Computer Programming in Java,,Rating: 4.9 out of 5,4 reviews,7 total hours,48 lectures,All Levels,Alexandru Dincă
655,Programming with Python - part1,,Rating: 0.0 out of 5,0 reviews,4.5 total hours,17 lectures,Beginner,Alison A
656,Go Programming Bootcamp,,Rating: 4.8 out of 5,80 reviews,15.5 total hours,81 lectures,All Levels,Derek Banas
657,C# Tutorial: Full Course For Beginners - Fundamentals of C#,,Rating: 0.0 out of 5,0 reviews,26.5 total hours,16 lectures,Beginner,Furkan Gözükara
658,Core Python Programming - Become a Python Professional,Get Familiar with Core Python and Object Oriented <strong>Programming</strong> concepts in Python,Rating: 4.7 out of 5,11 reviews,13.5 total hours,68 lectures,Beginner,Ankit Srivastava
659,ARM Cortex M Microcontroller DMA Programming Demystified,"Direct Memory Access Demystified with STM32 Peripherals (ADC, SRAM,UART,M2M,M2P,P2M) and Embedded C code Exercises",Rating: 4.6 out of 5,1035 reviews,10 total hours,80 lectures,All Levels,"FastBit Embedded Brain Academy, Kiran Nayak"
660,Python 3 Programming MasterClass - Beginner to Advanced,Start from the basics of Python language and go all the way to creating complex real world applications in easy steps.,Rating: 4.7 out of 5,164 reviews,7 total hours,56 lectures,All Levels,Vinod Kumar Kayartaya
661,Python Programming Mastery,All about python <strong>programming</strong>,Rating: 4.6 out of 5,171 reviews,9 total hours,46 lectures,Beginner,Ganesh Attarde
662,Introduction to web programming for GIS applications,"Understanding web <strong>programming</strong> fundamentals focused on geospatial applications using Leaflet, Turf.js, and PostGIS",Rating: 4.5 out of 5,1328 reviews,14.5 total hours,103 lectures,Beginner,Michael Miller
663,Java Programming | Absolute Beginners,"Learn the first steps of becoming a computer programmer starting with the most used computer language, JAVA!",Rating: 4.7 out of 5,189 reviews,4.5 total hours,57 lectures,Beginner,Lum Dalipi
664,Become a Junior Java Software Developer,Complete practical and conceptual Java <strong>programming</strong> course for beginners,Rating: 4.3 out of 5,2139 reviews,8 total hours,53 lectures,Beginner,Tim Short
665,Complete Python and Java Programming BUNDLE [new],Learn Java and Python <strong>Programming</strong> from Beginner to Professional | Write code in Python and Java,Rating: 3.0 out of 5,49 reviews,12 total hours,105 lectures,All Levels,"Pranjal Srivastava, Harshit Srivastava"
666,Java for Complete Beginners: Become Junior Java Developer,"Java <strong>programming</strong> for complete beginners. Create Java applications, learn Java <strong>programming</strong>. Start <strong>programming</strong> in 2019",Rating: 3.9 out of 5,879 reviews,2 total hours,41 lectures,Beginner,Luke's Programming School
667,Python Programming Complete Beginners Course Bootcamp 2022,Learn Python <strong>Programming</strong>. A Premium level course with over 500 examples! No prior knowledge is needed.,Rating: 4.5 out of 5,792 reviews,15.5 total hours,76 lectures,Beginner,Dmitry Yedunov
668,Learn Programming in Python With the Power of Animation,"A <strong>Programming</strong> Course in Python, great for beginners. It will teach you Python from scratch using Animation & <strong>programming</strong>",Rating: 3.9 out of 5,573 reviews,2 total hours,45 lectures,Beginner,Miltiadis Saratzidis
669,Object Oriented Programming with Python 3,Master Object Oriented <strong>Programming</strong> and SOLID Design Principles with Python along with Complete Case Study on EMS,Rating: 4.5 out of 5,136 reviews,5.5 total hours,52 lectures,All Levels,Sekhar Srinivasan
670,Java Programming for Humans!,Start writing Java code in minutes — no experience needed.,Rating: 4.6 out of 5,125 reviews,9.5 total hours,79 lectures,Beginner,Cody Ray Miller
671,Rust Programming Master Class: From Beginner to Expert,Learn the most loved <strong>programming</strong> language of programmers,Rating: 4.6 out of 5,123 reviews,18.5 total hours,106 lectures,Beginner,Nouman Azam
672,Computer Science And Programming  Fundamentals,Computer Science  and  <strong>Programming</strong>  Fundamentals . Must know Computer Science And <strong>Programming</strong> Knowledge .,Rating: 4.5 out of 5,90 reviews,7 total hours,94 lectures,All Levels,Sanjay Sathe
673,Learn C++ Programming by Making Games,An introductory guide to understanding how to program,Rating: 4.2 out of 5,494 reviews,25.5 total hours,155 lectures,Beginner,Serge Lansiquot
674,UDP Socket Programming For Distributed Computing in C#.Net,"Socket <strong>programming</strong>, make chat application in C# .Net, distributed applications & network <strong>programming</strong> for IoT/VoIP",Rating: 4.1 out of 5,140 reviews,3 total hours,50 lectures,All Levels,Naeem Akram
675,Flutter and Dart | Flutter Dart Programming from Scratch,Complete Flutter Dart with Flutter 3 projects for Android & IOS flutter app development on Dart <strong>programming</strong> language,Rating: 4.6 out of 5,156 reviews,28 total hours,212 lectures,All Levels,Oak Academy
676,Python API Programming with FastAPI and Flask,The Complete FastAPI Course With Python,Rating: 4.3 out of 5,70 reviews,4.5 total hours,45 lectures,All Levels,"Martin Yanev, Plamen Yanev"
677,Fundamental Data Structures & Algorithms using C language.,"Learn Data Structures and algorithms for Stack, Queue, Linked List, Binary Search Tree and Heap ( using C <strong>Programming</strong> ).",Rating: 4.4 out of 5,748 reviews,15.5 total hours,124 lectures,All Levels,Shibaji Paul
678,C Programming 360° Bootcamp: Zero to Hero,,Rating: 4.8 out of 5,42 reviews,13.5 total hours,118 lectures,All Levels,Electrovert Labs
679,C Programming Language Hands-On-Lab Challenge,,Rating: 0.0 out of 5,0 reviews,22.5 total hours,140 lectures,All Levels,Atish Jain
680,Programming Practices for Software Engineers,,Rating: 0.0 out of 5,0 reviews,7 total hours,84 lectures,All Levels,RougeNeuron Academy
681,8086 Microprocessor - Architecture & Programming,,Rating: 5.0 out of 5,2 reviews,19 total hours,40 lectures,Intermediate,Dr. Yogesh Misra
682,The Guide to Computer Programming in Java,,Rating: 4.9 out of 5,4 reviews,7 total hours,48 lectures,All Levels,Alexandru Dincă
683,Programming with Python - part1,,Rating: 0.0 out of 5,0 reviews,4.5 total hours,17 lectures,Beginner,Alison A
684,Go Programming Bootcamp,,Rating: 4.8 out of 5,80 reviews,15.5 total hours,81 lectures,All Levels,Derek Banas
685,C# Tutorial: Full Course For Beginners - Fundamentals of C#,,Rating: 0.0 out of 5,0 reviews,26.5 total hours,16 lectures,Beginner,Furkan Gözükara
686,Basic Java Programming with IntelliJ IDEA,Take your first step into the world of <strong>programming</strong> with this beginner course on Java. Become a programmer today!,Rating: 4.4 out of 5,61 reviews,1.5 total hours,16 lectures,Beginner,Programming Tut
687,Python Beyond the Basics - Object-Oriented Programming,From Classes To Inheritance - OOP In-Depth For Python Programmers,Rating: 4.2 out of 5,2987 reviews,5 total hours,55 lectures,Intermediate,Infinite Skills
688,Python For Absolute Beginners : Learn Python From Scratch,Learn Python <strong>Programming</strong> From Scratch,Rating: 4.2 out of 5,407 reviews,2 total hours,39 lectures,Beginner,Yaswanth Sai Palaghat
689,Java Programming - The Apprentice Course,Learn the basics of the Java <strong>programming</strong> language using Java and the Eclipse design environment.,Rating: 4.8 out of 5,17 reviews,7.5 total hours,78 lectures,Beginner,Gregory Safko
690,C# Programming for Beginners : The First Steps,Introducing Beginners To <strong>Programming</strong> Windows Form Apps In C# Using A Practical Applications Approach,Rating: 4.6 out of 5,505 reviews,18 total hours,162 lectures,Beginner,Charlie Chiarelli
691,Java Programming Masterclass!,"Learn Java <strong>Programming</strong> for your new job role, or to clear Oracle certification exam.",Rating: 4.5 out of 5,90 reviews,18 total hours,172 lectures,All Levels,Karthikeya T
692,The Complete Career in Programming Course: Get a Coding Job!,Accelerate your coding career! Find a great job in <strong>programming</strong> or app development in a new course from Eazl & Codestars!,Rating: 4.0 out of 5,58 reviews,8.5 total hours,88 lectures,All Levels,"Davis Jones, Codestars • over 2 million students worldwide!, Nicholas Livingston, Eazl (Official)"
693,Microsoft Word VBA Macro Programming - Introduction,"The only Word VBA <strong>programming</strong> course on the web. Why learn Excel VBA, if you plan to automate Microsoft Word?",Rating: 4.7 out of 5,1150 reviews,13 total hours,79 lectures,Beginner,Grant Gamble
694,Multithreading and Parallel Programming in C#,Overcome multithreading and asynchronous <strong>programming</strong> in C# problems & improve performance by parallel computing in C#,Rating: 4.0 out of 5,497 reviews,7 total hours,80 lectures,All Levels,Engineer Spock
695,Complete C++ programming from C++ Basics to Advanced C++,Learn C++ from C++ Basics to C++ OOP - C++ loops C++ arrays C++ inheritance C++ pointers C++ polymorphism C++ functions,Rating: 4.7 out of 5,482 reviews,2.5 total hours,46 lectures,All Levels,Muhammad Hamza AbdulRehman
696,Introduction to CNC Programming,Learn to program CNC Routers and CNC Milling machines that use the GCODE language.,Rating: 4.4 out of 5,1475 reviews,2 total hours,24 lectures,Beginner,Marc Cronin
697,Learn MATLAB and Simulink Programming,Master MATLAB <strong>Programming</strong> fundamentals and Simulink to increase your number crunching abilities.,Rating: 4.4 out of 5,1083 reviews,7 total hours,76 lectures,All Levels,Jordan Christman
698,Learn Python from Scratch : Python Programming,Build your Python Career as a Programmer and Data Science Analyst,Rating: 4.7 out of 5,38 reviews,8.5 total hours,62 lectures,All Levels,Metla Sudha Sekhar
699,C++ Programming - From Scratch to Advanced,Learn C++ from the basics to the advanced concepts.,Rating: 4.5 out of 5,385 reviews,8.5 total hours,75 lectures,All Levels,Sujithkumar MA
700,C++ Programming - From Scratch to Advanced,Learn C++ from the basics to the advanced concepts.,Rating: 4.5 out of 5,385 reviews,8.5 total hours,75 lectures,All Levels,Sujithkumar MA
701,Learn to code with Scratch Programming for Everybody,From kids to Adults learn to program using Scratch developed by MIT,Rating: 4.7 out of 5,88 reviews,10 total hours,69 lectures,Beginner,Andrew Schlegel
702,Complete Python Programming Fundamentals And Sample Projects,Learn Python! Master the fundamentals of Python & build your Python <strong>programming</strong> skill with sample projects in Python 3,Rating: 3.9 out of 5,136 reviews,7 total hours,66 lectures,All Levels,"Emenwa Global, Zoolord Academy"
703,The Ultimate Python Programming Tutorial ,Python <strong>Programming</strong> tutorial for beginners. This Python Training Course Comes with Certification of Completion,Rating: 4.2 out of 5,2011 reviews,6 total hours,94 lectures,All Levels,Infinite Skills
704,Advanced Java Programming,Take Your Java <strong>Programming</strong> Skills To The Next Level. Become Proficient In Java <strong>Programming</strong>,Rating: 4.4 out of 5,926 reviews,8 total hours,101 lectures,Intermediate,Infinite Skills
705,Java Swing (GUI) Programming: From Beginner to Expert,Learn how to create desktop and Internet GUI Java programs and take your Java <strong>programming</strong> to the next level.,Rating: 4.5 out of 5,2475 reviews,14 total hours,93 lectures,All Levels,John Purcell
706,C Programming 360° Bootcamp: Zero to Hero,,Rating: 4.8 out of 5,42 reviews,13.5 total hours,118 lectures,All Levels,Electrovert Labs
707,C Programming Language Hands-On-Lab Challenge,,Rating: 0.0 out of 5,0 reviews,22.5 total hours,140 lectures,All Levels,Atish Jain
708,Programming Practices for Software Engineers,,Rating: 0.0 out of 5,0 reviews,7 total hours,84 lectures,All Levels,RougeNeuron Academy
709,8086 Microprocessor - Architecture & Programming,,Rating: 5.0 out of 5,2 reviews,19 total hours,40 lectures,Intermediate,Dr. Yogesh Misra
710,The Guide to Computer Programming in Java,,Rating: 4.9 out of 5,4 reviews,7 total hours,48 lectures,All Levels,Alexandru Dincă
711,Programming with Python - part1,,Rating: 0.0 out of 5,0 reviews,4.5 total hours,17 lectures,Beginner,Alison A
712,Go Programming Bootcamp,,Rating: 4.8 out of 5,80 reviews,15.5 total hours,81 lectures,All Levels,Derek Banas
713,C# Tutorial: Full Course For Beginners - Fundamentals of C#,,Rating: 0.0 out of 5,0 reviews,26.5 total hours,16 lectures,Beginner,Furkan Gözükara
714,C++ Programming: The Coding Interview,Ace your next C++ coding interview by mastering data structures and algorithms.,Rating: 4.0 out of 5,14 reviews,2.5 total hours,29 lectures,Beginner,Programming Made Easy
715,Basic C# Programming with Visual Studio,Take your first step into the world of <strong>programming</strong> with this beginner course on C#. Become a programmer today!,Rating: 4.4 out of 5,38 reviews,1.5 total hours,15 lectures,Beginner,Programming Tut
716,Python for Absolute beginner (Python 3 - python programming),learn Python <strong>programming</strong> for beginners with hands-on exercises in this beginner friendly Python tutorial! with Examples,Rating: 4.6 out of 5,19 reviews,2.5 total hours,32 lectures,Beginner,Tom Science and Technology
717,Complete C++ Programming Fundamentals With Example Projects,Master the basics of C++ <strong>programming</strong> from beginner to advance & build your C++ <strong>programming</strong> skill with sample projects,Rating: 4.3 out of 5,33 reviews,17 total hours,161 lectures,All Levels,"Emenwa Global, Zoolord Academy"
718,Python Programming for Beginners with Hands on Tutorial,Learn Python <strong>Programming</strong>: Frequently asked Interview Questions Included,Rating: 4.4 out of 5,478 reviews,10.5 total hours,129 lectures,Beginner,Syed Mohiuddin
719,Learn programming from scratch with Python,"learn software <strong>programming</strong> starting from No Knowledge with the most powerful and popular <strong>programming</strong> language, python",Rating: 3.9 out of 5,91 reviews,11.5 total hours,135 lectures,All Levels,Daniele Protti
720,Embedded Systems Object-Oriented Programming in C,"End-to-End Firmware and Driver Development: UART,GPIO,TIMER, etc. From Datasheet to Embedded C and C++",Rating: 4.2 out of 5,279 reviews,12.5 total hours,45 lectures,All Levels,Israel Gbati
721,Learn Java Programming from Scratch with Examples and Demos,"Best Java <strong>Programming</strong> Course with Plenty of Programs, demos and Examples using BlueJ for Beginners in Java <strong>Programming</strong>",Rating: 3.9 out of 5,31 reviews,16.5 total hours,132 lectures,Beginner,Subrat Dash - Tankadhar Training and Research Center
722,Beginners Python Programming - Learn By Coding Games,Learn Python the fun way. Build arcade games with animation and sound. <strong>Programming</strong> for complete beginners of any age.,Rating: 4.5 out of 5,76 reviews,13.5 total hours,36 lectures,Beginner,Bob Grant
723,Building a Virtual Machine for Programming Language,Essentials of Low-level Interpretation,Rating: 4.9 out of 5,25 reviews,4.5 total hours,29 lectures,Intermediate,Dmitry Soshnikov
724,Step By Step Java Programming Complete Course,"Have a strong background in Java <strong>programming</strong> language,learn solutions of the most common problems,be experienced in Java",Rating: 4.5 out of 5,343 reviews,12.5 total hours,212 lectures,All Levels,AKINCI Training
725,Linux Kernel Programming - IPC b/w Userspace and KernelSpace,"System <strong>Programming</strong> - Learn Netlink Sockets, Operating Systems, Loadable Kernel Modules, C <strong>programming</strong> From Scratch",Rating: 4.4 out of 5,173 reviews,3 total hours,35 lectures,Beginner,"Abhishek CSEPracticals, Shiwani Nigam, Ekta Ekta"
726,Fundamentals of Programming,"The boring theory that YOU NEED if you want to make solid games and apps - Swift , C# Unity3D",Rating: 4.2 out of 5,460 reviews,2.5 total hours,43 lectures,Beginner,Yohann Taieb
727,Object Oriented Programming using Python + Pycharm Hands-on,Practical approach to object oriented <strong>programming</strong> using Python and Pycharm. Grow as a Python developer.,Rating: 4.3 out of 5,11 reviews,2.5 total hours,27 lectures,Intermediate,"Faisal Memon, EmbarkX Official"
728,Java Programming Complete Fundamentals,Learn java <strong>programming</strong> concepts and Basics. Master in java fundamentals and hands-on skills on AppDevelopment Servic,Rating: 4.8 out of 5,8 reviews,2.5 total hours,50 lectures,All Levels,Anil Kalaveni
729,Project Based Python Programming For Kids & Beginners,"Learn Hands-On Python <strong>Programming</strong> By Creating Games, GUIs and Graphics",Rating: 4.4 out of 5,738 reviews,5 total hours,56 lectures,All Levels,Minerva Singh
730,Programming for Complete Beginners in C#,"Learning to code C#?  We have provided HD video lectures, live coding sessions, and nearly 100 exercises to learn on!",Rating: 4.5 out of 5,2060 reviews,6.5 total hours,48 lectures,Beginner,Eric Wise
731,Introduction to TypeScript Development,"Get ready to build React, Vue and Angular web and mobile applications by learning the TypeScript <strong>programming</strong> language.",Rating: 4.5 out of 5,3478 reviews,8 total hours,49 lectures,Beginner,Jordan Hudgens
732,Java Object-Oriented Programming : Build a Quiz Application,Learn Java core object-oriented concepts and build a console-based quiz application.,Rating: 4.7 out of 5,177 reviews,2.5 total hours,37 lectures,All Levels,Abhay Redkar
733,The fundamentals of Python Programming Language,Into the Python's Lair,Rating: 4.7 out of 5,7 reviews,4.5 total hours,57 lectures,Beginner,Code Kontrol
734,C Programming 360° Bootcamp: Zero to Hero,,Rating: 4.8 out of 5,42 reviews,13.5 total hours,118 lectures,All Levels,Electrovert Labs
735,C Programming Language Hands-On-Lab Challenge,,Rating: 0.0 out of 5,0 reviews,22.5 total hours,140 lectures,All Levels,Atish Jain
736,Programming Practices for Software Engineers,,Rating: 0.0 out of 5,0 reviews,7 total hours,84 lectures,All Levels,RougeNeuron Academy
737,8086 Microprocessor - Architecture & Programming,,Rating: 5.0 out of 5,2 reviews,19 total hours,40 lectures,Intermediate,Dr. Yogesh Misra
738,The Guide to Computer Programming in Java,,Rating: 4.9 out of 5,4 reviews,7 total hours,48 lectures,All Levels,Alexandru Dincă
739,Programming with Python - part1,,Rating: 0.0 out of 5,0 reviews,4.5 total hours,17 lectures,Beginner,Alison A
740,Go Programming Bootcamp,,Rating: 4.8 out of 5,80 reviews,15.5 total hours,81 lectures,All Levels,Derek Banas
741,C# Tutorial: Full Course For Beginners - Fundamentals of C#,,Rating: 0.0 out of 5,0 reviews,26.5 total hours,16 lectures,Beginner,Furkan Gözükara
742,Python Masterclass| Basic to OOP Programming with Anaconda,Go From Beginner to Expert Programmer in this Python Masterclass! Learn the Basics to OOP!,Rating: 3.6 out of 5,47 reviews,3.5 total hours,49 lectures,All Levels,Programming Tut
743,Java Programming For Beginners - Theory+151 Solved Exercises,Learn Java <strong>programming</strong> through lots of practice and land that first IT job!,Rating: 4.6 out of 5,25 reviews,10 total hours,54 lectures,Beginner,Academia Programatorilor
744,Functional Programming in Python,"Use Functional <strong>Programming</strong> as a powerful tool to solve many real-world problems by writing robust, testable, and bug-fre",Rating: 3.7 out of 5,185 reviews,2.5 total hours,22 lectures,Intermediate,Packt Publishing
745,Mastering C++ Programming - From Zero to Hero,"Modern C++ with C++11 to C++17, In-depth coverage of OOPs,Templates,STL,Exception Handling,Basics to Advance C++",Rating: 4.5 out of 5,151 reviews,30.5 total hours,198 lectures,All Levels,Himayatullah Sharief
746,Functional Programming Deep Dive with C#,Take your code to the next level with Functional <strong>Programming</strong> in C#. Improve your software’s architecture. C# 9.0.,Rating: 4.4 out of 5,37 reviews,3.5 total hours,22 lectures,Intermediate,Cory West
747,OOP Object Oriented Programming In PHP 7,Learn advanced object oriented <strong>programming</strong> with simple code examples. This Course includes almost all OOP PHP7 topics.,Rating: 4.8 out of 5,728 reviews,6 total hours,136 lectures,Beginner,Saira Sadiq
748,Learn Python Programming to Land up in a Job,Learn Python <strong>programming</strong> from scratch till advance topic along with application and game development to land up in a job,Rating: 4.4 out of 5,147 reviews,17.5 total hours,75 lectures,All Levels,Suresh M S
749,Java Programming for Complete Stranger,Learn Java <strong>Programming</strong> with lot of examples. For Java Beginners! Let's learn OOP's,Rating: 4.5 out of 5,430 reviews,10 total hours,117 lectures,All Levels,Arun Ammasai
750,Java to Develop Programming Skills,"Java : Complete Java for Beginners .  Master skills in Java .  Java  from scratch to OOP , JDBC , COLLECTION , ENUM etc",Rating: 4.3 out of 5,349 reviews,27 total hours,232 lectures,Beginner,Sandeep Thakur
751,Data Structures And Algorithms In The C Programming Language,"Linked Lists, Array Lists, Stacks, Queues, Trees the lot!",Rating: 4.6 out of 5,108 reviews,2.5 total hours,15 lectures,Intermediate,Daniel McCarthy
752,The Complete 2022  C Programming Course. 100% Success .,Improve your Chances of Success with other Languages by 101% . Learn in less than 30 hours from a Friendly Instructor .,Rating: 4.6 out of 5,38 reviews,25.5 total hours,147 lectures,All Levels,Vee Kay
753,Object Oriented Programming with Java,Learn Java <strong>programming</strong> in easy steps from begining to advanced with example based training approach,Rating: 4.3 out of 5,56 reviews,10.5 total hours,97 lectures,All Levels,Samir Thakkar
754,Hands-on Scratch Programming and Game Development,"Imagine, Create and Share scratch <strong>programming</strong> and 2D games (Comprehensive Guide for newbies)",Rating: 4.9 out of 5,60 reviews,2 total hours,24 lectures,Beginner,Osama Ali
755,Java programming language - JAVA for BEGINNERS course,Start coding with JAVA in no time,Rating: 4.8 out of 5,99 reviews,3 total hours,46 lectures,Beginner,Baked Brackets
756,Variable Frequency Drive PowerFlex 525 VFD Programming Setup,"Electrical Hardware Engineering & Variable Frequency Drive <strong>Programming</strong> | PLC, HMI, Allen Bradley RSLogix 5000",Rating: 4.4 out of 5,612 reviews,2 total hours,16 lectures,All Levels,Vladimir Romanov
757,Functional Programming in 7 Days,Take a 7-day journey to the functional paradigm of Python <strong>programming</strong>,Rating: 3.9 out of 5,14 reviews,5 total hours,36 lectures,Beginner,Packt Publishing
758,Object-Oriented Programming with JavaScript,Learn how to work with an object-oriented <strong>programming</strong> model in one of the web's most popular languages.,Rating: 4.9 out of 5,73 reviews,2 total hours,29 lectures,Intermediate,Infinite Skills
759,Computer Programming in Python and JavaScript (Intermediate),Master Python and JavaScript <strong>programming</strong>! Build exciting projects hands-on with industry tools PyCharm and VS Code!,Rating: 4.3 out of 5,29 reviews,2.5 total hours,40 lectures,Beginner,Robert Gioia
760,Create a NEW programming Language from scratch,Learn to create <strong>programming</strong> language and create a compiler for <strong>programming</strong> language from scratch,Rating: 2.5 out of 5,91 reviews,1.5 total hours,7 lectures,All Levels,"Harshit Srivastava, Pranjal Srivastava"
761,WPF & XAML: Build 10 WPF applications (C#) in 2020,Learn XAML and WPF development on 10 projects. WPF/C# <strong>programming</strong> even for beginners,Rating: 4.1 out of 5,358 reviews,6 total hours,49 lectures,Beginner,Luke's Programming School
762,C Programming 360° Bootcamp: Zero to Hero,,Rating: 4.8 out of 5,42 reviews,13.5 total hours,118 lectures,All Levels,Electrovert Labs
763,C Programming Language Hands-On-Lab Challenge,,Rating: 0.0 out of 5,0 reviews,22.5 total hours,140 lectures,All Levels,Atish Jain
764,Programming Practices for Software Engineers,,Rating: 0.0 out of 5,0 reviews,7 total hours,84 lectures,All Levels,RougeNeuron Academy
765,8086 Microprocessor - Architecture & Programming,,Rating: 5.0 out of 5,2 reviews,19 total hours,40 lectures,Intermediate,Dr. Yogesh Misra
766,The Guide to Computer Programming in Java,,Rating: 4.9 out of 5,4 reviews,7 total hours,48 lectures,All Levels,Alexandru Dincă
767,Programming with Python - part1,,Rating: 0.0 out of 5,0 reviews,4.5 total hours,17 lectures,Beginner,Alison A
768,Go Programming Bootcamp,,Rating: 4.8 out of 5,80 reviews,15.5 total hours,81 lectures,All Levels,Derek Banas
769,C# Tutorial: Full Course For Beginners - Fundamentals of C#,,Rating: 0.0 out of 5,0 reviews,26.5 total hours,16 lectures,Beginner,Furkan Gözükara
770,Java Programming For Complete Beginners Using Eclipse IDE,"Learn Java <strong>Programming</strong> step-by-step, complete Java hands-on course for complete beginners using Eclipse IDE",Rating: 4.5 out of 5,273 reviews,7 total hours,45 lectures,All Levels,"Syed Raza, Syed Ali, Qasim Shah, ClayDesk E-learning"
