,Course Title,Course Headline,Rating,Reviews,Course Length,Lectures,Level,Instructor
2776,"JavaScript and Ruby on Rails with React, Angular, and Vue","Make dynamic web apps with <strong>Rails</strong> and JavaScript, React, Angular, Vue, Yarn, Webpack and Semantic UI as front-end",Rating: 4.5 out of 5,377 reviews,23.5 total hours,302 lectures,All Levels,"Mashrur Hossain, Evgeny Rahman"
2777,Professional Rails Code Along,"Develop a real world Rails project using TDD/BDD, including a step by step guide to building professional applications.",Rating: 4.6 out of 5,620 reviews,19 total hours,120 lectures,Intermediate,Jordan Hudgens
2778,React JS + Angular + Rails 5 Bootcamp,Learn how to build a real world React JS and Angular apps that utilize Ruby on Rails for a backend API.,Rating: 4.5 out of 5,804 reviews,13.5 total hours,80 lectures,Intermediate,Jordan Hudgens
2779,"JavaScript and Ruby on Rails with React, Angular, and Vue","Make dynamic web apps with Rails and JavaScript, React, Angular, Vue, Yarn, Webpack and Semantic UI as front-end",Rating: 4.5 out of 5,377 reviews,23.5 total hours,302 lectures,All Levels,"Mashrur Hossain, Evgeny Rahman"
2780,Learn Advanced Level Ruby Programming,Learn the 2021 Pro advanced Level <strong>Ruby</strong> Programming,Rating: 4.0 out of 5,282 reviews,18.5 total hours,132 lectures,All Levels,Team Python
2781,"Top Web Development Bundle: Django, Ruby on Rails, Node","Learn The Three Most Popular Web Development Frameworks! Django and Python, <strong>Ruby</strong> on <strong>Rails</strong>, and Node and Javascript!",Rating: 4.8 out of 5,40 reviews,12 total hours,124 lectures,Beginner,John Elder
2782,Comprehensive Ruby on Rails,This is a comprehensive <strong>Ruby</strong> on <strong>Rails</strong> development course created for individuals who want to build powerful web apps.,Rating: 3.5 out of 5,117 reviews,6.5 total hours,42 lectures,All Levels,Jordan Hudgens
2783,Build A TodoList with Ruby on Rails and Electron Vue,,Rating: 0.0 out of 5,0 reviews,1 total hour,19 lectures,Intermediate,CodeBrains.IO Tech Training
2784,Build A TodoList with Ruby on Rails and Electron React,,Rating: 0.0 out of 5,0 reviews,1.5 total hours,19 lectures,Intermediate,CodeBrains.IO Tech Training
2785,Build A TodoList with Ruby on Rails and SolidJs,,Rating: 0.0 out of 5,0 reviews,1 total hour,17 lectures,Intermediate,CodeBrains.IO Tech Training
2786,Build A TodoList with Ruby on Rails and React Native,,Rating: 0.0 out of 5,0 reviews,1.5 total hours,20 lectures,Intermediate,CodeBrains.IO Tech Training
2787,Ruby on Rails: Training and Skills to Build Web Applications,Designed for entrepreneurs who want to learn to code their own ideas. No prior experience needed.,Rating: 4.1 out of 5,237 reviews,7 total hours,43 lectures,All Levels,Alex Yang
2788,Ruby Programming For Everyone,Learn <strong>Ruby</strong> Programming Fast!,Rating: 4.4 out of 5,663 reviews,2 total hours,30 lectures,Beginner,John Elder
2789,Ruby On Rails series - MVP - Case study - Warehouse,A MVP on hotel’s warehouse management to validate the project’s feasibility and guarantee its success.,Rating: 5.0 out of 5,1 review,40 total mins,14 lectures,Intermediate,"Alessandra Santos Dias, Jorge Luiz Ferreira Dias"
2790,Master Ruby on Rails - For Beginners,Learn <strong>Ruby</strong> fundamentals,Rating: 4.1 out of 5,11 reviews,8 total hours,97 lectures,Beginner,SkillBakery Studio
2791,Complete Ruby Programmer - Master Ruby,Learn programming with <strong>Ruby</strong> - start with the basics and go all the way to creating your own applications!,Rating: 4.6 out of 5,138 reviews,13.5 total hours,187 lectures,All Levels,"Mashrur Hossain, Evgeny Rahman"
2792,Complete Developers Guide: Ruby on Rails & React with Redux,Ultimate coding for the web! Learn to develop apps with practical projects. Master the fundamentals of coding languages.,Rating: 4.3 out of 5,105 reviews,50.5 total hours,282 lectures,Beginner,"Mammoth Interactive, John Bura"
2793,Proyectos Web profesionales con Ruby y Ruby OnRails,un entorno de desarrollo optimizado para la satisfacción de los programadores,Rating: 4.4 out of 5,177 reviews,10.5 total hours,75 lectures,All Levels,Pixelpro formación online
2794,Curso Completo Ruby -  Desde las Bases hasta Rails,"Curso Completo de <strong>Ruby</strong> donde aprenderás: bases del lenguaje, estructuras de datos, bloques, sinatra y <strong>rails</strong>",Rating: 4.3 out of 5,587 reviews,11 total hours,122 lectures,All Levels,Aldo Olivares
2795,Build a Crypto Currency Portfolio App With Ruby on Rails,How To Use An API To Get Crypto Currency Data With <strong>Ruby</strong> On <strong>Rails</strong>,Rating: 3.7 out of 5,141 reviews,4.5 total hours,57 lectures,Beginner,John Elder
2796,Build A TodoList Fast with Ruby on Rails and Angular,Learn to build a Full Stack <strong>Ruby</strong> on <strong>Rails</strong> and Angular Application in No Time,Rating: 4.5 out of 5,5 reviews,1.5 total hours,23 lectures,Beginner,CodeBrains.IO Tech Training
2797,2020 Complete Ruby on Rails 6 Bootcamp: Learn Ruby on Rails,Learn <strong>Ruby</strong> on <strong>Rails</strong> like a Pro! Start from the basics and go all the way to creating your own applications!,Rating: 3.7 out of 5,51 reviews,14 total hours,126 lectures,All Levels,Tony Staunton
2798,"TDD com Ruby on Rails, RSpec e Capybara",Desenvolva aplicações guiada a testes com <strong>Ruby</strong> on <strong>Rails</strong>,Rating: 4.7 out of 5,827 reviews,15.5 total hours,115 lectures,All Levels,"Jackson Pires, Vídeos de Ti - Cursos EAD"
2799,Ruby on Rails: Active Record 1 - How to Query Properly,First course to the series Active Record,Rating: 3.6 out of 5,22 reviews,3.5 total hours,37 lectures,All Levels,Cristi Allan de Souza Mendonça
2800,Essential Gems for Your Rails Projects,"Build a <strong>Rails</strong> application from scratch, with 10 key RubyGems required for every project.",Rating: 4.5 out of 5,20 reviews,16 total hours,98 lectures,Beginner,Ernest Addae
2801,Learn Ruby and Rails: Build a blog from scratch step by step,Practical Hands-on coding of a complete blog application from  scratch using <strong>Ruby</strong> on <strong>Rails</strong> Framework.,Rating: 4.3 out of 5,21 reviews,6.5 total hours,69 lectures,Beginner,Bluelime Learning Solutions
2802,Learn Ruby on Rails from Scratch,A complete guide to master <strong>Ruby</strong> and <strong>Rails</strong> framework,Rating: 3.8 out of 5,3394 reviews,9.5 total hours,39 lectures,All Levels,"Eduonix Learning Solutions, Eduonix-Tech ."
2803,Ruby on Rails Tutorial: Learn 6 Ruby on Rails SEO Techniques,<strong>Ruby</strong> on <strong>Rails</strong> SEO: learn 6 <strong>Ruby</strong> on <strong>Rails</strong> search engine optimization (SEO) techniques to boost traffic to RoR websites,Rating: 3.7 out of 5,29 reviews,2 total hours,21 lectures,All Levels,David Fonvielle
2804,Professional Rails Code Along,"Develop a real world Rails project using TDD/BDD, including a step by step guide to building professional applications.",Rating: 4.6 out of 5,620 reviews,19 total hours,120 lectures,Intermediate,Jordan Hudgens
2805,React JS + Angular + Rails 5 Bootcamp,Learn how to build a real world React JS and Angular apps that utilize Ruby on Rails for a backend API.,Rating: 4.5 out of 5,804 reviews,13.5 total hours,80 lectures,Intermediate,Jordan Hudgens
2806,"JavaScript and Ruby on Rails with React, Angular, and Vue","Make dynamic web apps with Rails and JavaScript, React, Angular, Vue, Yarn, Webpack and Semantic UI as front-end",Rating: 4.5 out of 5,377 reviews,23.5 total hours,302 lectures,All Levels,"Mashrur Hossain, Evgeny Rahman"
2807,Getting Started with Ruby on Rails,Foundations for Building Web Apps with <strong>Ruby</strong> on <strong>Rails</strong>,Rating: 3.7 out of 5,128 reviews,16 total hours,49 lectures,All Levels,Paul Krause
2808,Build A TodoList with Ruby on Rails and Ionic React,Learn to build a Full Stack <strong>Ruby</strong> on <strong>Rails</strong> and React Application in No Time,Rating: 5.0 out of 5,2 reviews,1 total hour,17 lectures,Beginner,CodeBrains.IO Tech Training
2809,Intro To Ruby Programming,Beginners Series,Rating: 4.7 out of 5,236 reviews,3 total hours,32 lectures,Beginner,John Elder
2810,Build A TodoList with Ruby on Rails and Electron Vue,,Rating: 0.0 out of 5,0 reviews,1 total hour,19 lectures,Intermediate,CodeBrains.IO Tech Training
2811,Build A TodoList with Ruby on Rails and Electron React,,Rating: 0.0 out of 5,0 reviews,1.5 total hours,19 lectures,Intermediate,CodeBrains.IO Tech Training
2812,Build A TodoList with Ruby on Rails and SolidJs,,Rating: 0.0 out of 5,0 reviews,1 total hour,17 lectures,Intermediate,CodeBrains.IO Tech Training
2813,Build A TodoList with Ruby on Rails and React Native,,Rating: 0.0 out of 5,0 reviews,1.5 total hours,20 lectures,Intermediate,CodeBrains.IO Tech Training
2814,Real World Rails 5 Programming for Web Developers,The ultimate course to master the professional <strong>Rails</strong> development,Rating: 3.8 out of 5,11 reviews,8 total hours,53 lectures,Intermediate,"Eduonix Learning Solutions, Eduonix-Tech ."
2815,Ruby On Rails For Beginners Practical Ruby On Rails Training,A practical hands-on course that teaches the beginner how to use <strong>Ruby</strong> On <strong>Rails</strong>.  Uses easy to follow examples.,Rating: 4.0 out of 5,38 reviews,8 total hours,100 lectures,All Levels,Infinite Skills
2816,Building a Complete Web Application with Ruby on Rails,Learn to build a complete <strong>Ruby</strong> on <strong>Rails</strong> web application from start to finish.,Rating: 3.1 out of 5,2 reviews,6 total hours,57 lectures,All Levels,"Artech Learning, LLC."
2817,Build A TodoList with Ruby on Rails and SolidJs,Learn to build a Full Stack <strong>Ruby</strong> on <strong>Rails</strong> and SolidJs Application in No Time,Rating: 0.0 out of 5,0 reviews,1 total hour,17 lectures,Intermediate,CodeBrains.IO Tech Training
2818,Iniciando com Ruby e Orientação a Objetos,Aprenda de vez Orientação a Objetos com <strong>Ruby</strong>!,Rating: 4.8 out of 5,1196 reviews,6.5 total hours,57 lectures,Beginner,"Jackson Pires, Vídeos de Ti - Cursos EAD"
2819,Build A TodoList Fast with Ruby on Rails and Vue,Learn to build a Full Stack <strong>Ruby</strong> on <strong>Rails</strong> and Vue Application in No Time,Rating: 3.9 out of 5,9 reviews,1.5 total hours,20 lectures,Beginner,CodeBrains.IO Tech Training
2820,Learn Ruby on Rails for Absolute Beginners,This course will get you started with <strong>Ruby</strong> on <strong>Rails</strong> programming quickly and easily.,Rating: 3.6 out of 5,29 reviews,4.5 total hours,36 lectures,All Levels,EDUmobile Academy
2821,Ruby on Rails: The Complete Full Stack,The First <strong>Ruby</strong> on <strong>Rails</strong> Course to provide the Full Stack,Rating: 3.7 out of 5,48 reviews,21 total hours,184 lectures,Beginner,"Tommy Mertell, Muhammad Uzair Khalid"
2822,Advance Your Coding Skills! Easy To Follow Ruby Fundamentals,Learn to code in one of the easiest coding languages there is.,Rating: 4.3 out of 5,16 reviews,32 total hours,114 lectures,Beginner,"Mammoth Interactive, John Bura"
2823,Ruby on Rails 7 Microsoft Azure Docker,<strong>Ruby</strong> on <strong>Rails</strong> para principiantes desarrollando aplicaciones con Docker y MS Azure.,Rating: 5.0 out of 5,1 review,11.5 total hours,143 lectures,Beginner,Jorge Ortiz
2824,Ruby: Fundamentals,<strong>Ruby</strong>: Fundamentals,Rating: 3.9 out of 5,2 reviews,5 total hours,39 lectures,All Levels,Stone River eLearning
2825,Gem Creation in Ruby,We'll cover everything you need to create your first <strong>ruby</strong> gem and a little extra,Rating: 3.8 out of 5,4 reviews,3 total hours,18 lectures,All Levels,Nikita Misharin
2826,Learn Hotwire - The #1 Feature in Ruby on Rails 7,End the confusion once and for all and confidently build the next generation web applications using Hotwire,Rating: 4.6 out of 5,3 reviews,1 total hour,19 lectures,Beginner,Cezar Halmagean
2827,Build A TodoList with Ruby on Rails and Electron Vue,Learn to build a Full Stack <strong>Ruby</strong> on <strong>Rails</strong> and Vue Electron Application in No Time,Rating: 0.0 out of 5,0 reviews,1 total hour,19 lectures,Intermediate,CodeBrains.IO Tech Training
2828,Java and Ruby on Rails for beginners: Build 12 projects,Learn Java and <strong>Ruby</strong> on <strong>Rails</strong> with Practical Hands-on Projects,Rating: 4.2 out of 5,7 reviews,12 total hours,113 lectures,Beginner,Bluelime Learning Solutions
2829,Advanced Ruby Programming: 10 Steps to Mastery,Take your <strong>Ruby</strong> programming to the next level with Huw Collingbourne's simple guide to advanced <strong>Ruby</strong> coding.,Rating: 3.6 out of 5,481 reviews,12 total hours,38 lectures,Expert,Huw Collingbourne
2830,Sıfırdan İleri Seviye Ruby Programlama Dili,<strong>Ruby</strong> programlama dili ile kodlamaya kapsamlı bir giriş.,Rating: 4.4 out of 5,123 reviews,11 total hours,150 lectures,Beginner,Erim Icel
2831,Professional Rails Code Along,"Develop a real world Rails project using TDD/BDD, including a step by step guide to building professional applications.",Rating: 4.6 out of 5,620 reviews,19 total hours,120 lectures,Intermediate,Jordan Hudgens
2832,React JS + Angular + Rails 5 Bootcamp,Learn how to build a real world React JS and Angular apps that utilize Ruby on Rails for a backend API.,Rating: 4.5 out of 5,804 reviews,13.5 total hours,80 lectures,Intermediate,Jordan Hudgens
2833,"JavaScript and Ruby on Rails with React, Angular, and Vue","Make dynamic web apps with Rails and JavaScript, React, Angular, Vue, Yarn, Webpack and Semantic UI as front-end",Rating: 4.5 out of 5,377 reviews,23.5 total hours,302 lectures,All Levels,"Mashrur Hossain, Evgeny Rahman"
2834,Ruby on Rails 6: Video Subscription Application,Integration of Stripe Payment and PSI compliance,Rating: 3.8 out of 5,32 reviews,4.5 total hours,63 lectures,All Levels,Roman Granskyy
2835,Ruby on Rails: Twitter Clone,"Twitter Clone App, <strong>Ruby</strong> on <strong>Rails</strong>",Rating: 3.0 out of 5,11 reviews,1.5 total hours,19 lectures,All Levels,Roman Granskyy
2836,Aprende a programar con Ruby (desde cero y 100% en español),Para quienes siempre han querido aprender a programar y no saben por donde empezar.,Rating: 4.4 out of 5,183 reviews,5.5 total hours,97 lectures,Beginner,Mauricio Ramirez
2837,Build A TodoList with Ruby on Rails and Electron Vue,,Rating: 0.0 out of 5,0 reviews,1 total hour,19 lectures,Intermediate,CodeBrains.IO Tech Training
2838,Build A TodoList with Ruby on Rails and Electron React,,Rating: 0.0 out of 5,0 reviews,1.5 total hours,19 lectures,Intermediate,CodeBrains.IO Tech Training
2839,Build A TodoList with Ruby on Rails and SolidJs,,Rating: 0.0 out of 5,0 reviews,1 total hour,17 lectures,Intermediate,CodeBrains.IO Tech Training
2840,Build A TodoList with Ruby on Rails and React Native,,Rating: 0.0 out of 5,0 reviews,1.5 total hours,20 lectures,Intermediate,CodeBrains.IO Tech Training
2841,"""ちゃんと"" Ruby を学ぼう！ ー オブジェクト指向機能ってなんだ？",そもそも「オブジェクト」ってなんなんだ！？ クラスってなんだ？継承ってなんだ？ オーバーライドってなんだ？,Rating: 4.5 out of 5,112 reviews,2 total hours,22 lectures,Beginner,ちゃんるび！ Ruby専門 プログラミング教室
2842,Deploying Ruby on Rails Application in Your Own Server,Learn How To Deploy <strong>Ruby</strong> on <strong>Rails</strong> To Your Own Securely Setup Ubuntu 14.04 Server,Rating: 3.1 out of 5,15 reviews,1 total hour,22 lectures,All Levels,Saroar Khandoker
2843,Build A TodoList Fast with Ruby on Rails and React,Learn to build a Full Stack <strong>Ruby</strong> on <strong>Rails</strong> and React Application in No Time,Rating: 2.6 out of 5,10 reviews,1.5 total hours,24 lectures,Beginner,CodeBrains.IO Tech Training
2844,Build your own Instagram with Ruby on Rails from scratch,Learn to code your own type of  Instagram  App step by step using <strong>Ruby</strong> on <strong>Rails</strong> Framework,Rating: 3.4 out of 5,9 reviews,11.5 total hours,112 lectures,Beginner,Bluelime Learning Solutions
2845,The Complete TDD Course: Master Ruby Development with RSpec,"Volume 1: Become a development Jedi, Learn how to build flawless programs, Develop clean code to solve complex problems",Rating: 4.3 out of 5,135 reviews,7.5 total hours,42 lectures,All Levels,"Mashrur Hossain, Emmanuel Asante"
2846,Learn Ruby on Rails from scratch : Build  image sharing app,Build a social image sharing app with authentication system  and crud functionality.,Rating: 3.9 out of 5,3 reviews,7.5 total hours,73 lectures,Beginner,Skill Tree
2847,Ruby Programming for Beginners,Learn <strong>Ruby</strong> Programming the fast and easy way!,Rating: 4.1 out of 5,743 reviews,6 total hours,56 lectures,All Levels,Huw Collingbourne
2848,Ruby on Rails 6: Business Texting App with Stripe System,Integration of Stripe Payment and PSI compliance,Rating: 3.1 out of 5,18 reviews,4 total hours,57 lectures,Beginner,Roman Granskyy
2849,Hello Ruby - Ruby Programming for Beginners,<strong>Ruby</strong> Programming for Beginners - Learn <strong>Ruby</strong> Line by Line,Rating: 4.6 out of 5,11 reviews,3 total hours,37 lectures,Beginner,Rob Merrill
2850,Design Patterns In Ruby Programming OOP for Ruby Projects,Design Patterns in <strong>Ruby</strong> OOP for Projects Advanced <strong>Ruby</strong> Object Oriented Programming Architecture Using Design Patterns,Rating: 4.1 out of 5,27 reviews,6.5 total hours,90 lectures,All Levels,Suresh Kumar Srivastava
2851,Build A TodoList with Ruby on Rails and Ionic Vue,Learn to build a Full Stack <strong>Ruby</strong> on <strong>Rails</strong> and Ionic Vue Application in No Time,Rating: 0.0 out of 5,0 reviews,1 total hour,17 lectures,Beginner,CodeBrains.IO Tech Training
2852,Ruby on Rails 6: Products Subscription Application,Integration of Stripe Payment and PSI compliance,Rating: 3.4 out of 5,3 reviews,2.5 total hours,35 lectures,Beginner,Roman Granskyy
2853,Menguasai Ruby Tingkat Pemula,Mampu menguasai <strong>Ruby</strong> Tingkat Pemula dan mempelajari cara membuat microblog dengan menggunakan <strong>Rails</strong>,Rating: 4.5 out of 5,1 review,5.5 total hours,24 lectures,Beginner,KODE by Hacktiv8
2854,Intro To Ruby For Game Development,Game Development With <strong>Ruby</strong> Gosu,Rating: 4.2 out of 5,47 reviews,3.5 total hours,55 lectures,Beginner,John Elder
2855,Learn Ruby on Rails: Stripe Payment Processing,Learn How to Make a Web App That Uses Stripe to Accept One-Off or Subscription Payments.,Rating: 3.8 out of 5,60 reviews,1.5 total hours,29 lectures,All Levels,Daniel Kalish
2856,Ruby on Rails 6入門 - Rubyプログラミングの基礎から学べる,人気のWebアプリケーションフレームワーク <strong>Ruby</strong> on Railsの基礎を短時間で習得できます！Rubyの基礎から丁寧に説明します。,Rating: 3.4 out of 5,223 reviews,5.5 total hours,91 lectures,Beginner,"中村 祐太 Yuta Nakamura, Proglus （プログラス）"
2857,Build A TodoList with Ruby on Rails and Electron React,Learn to build a Full Stack <strong>Ruby</strong> on <strong>Rails</strong> and React Electron Application in No Time,Rating: 0.0 out of 5,0 reviews,1.5 total hours,19 lectures,Intermediate,CodeBrains.IO Tech Training
2858,Professional Rails Code Along,"Develop a real world Rails project using TDD/BDD, including a step by step guide to building professional applications.",Rating: 4.6 out of 5,620 reviews,19 total hours,120 lectures,Intermediate,Jordan Hudgens
2859,React JS + Angular + Rails 5 Bootcamp,Learn how to build a real world React JS and Angular apps that utilize Ruby on Rails for a backend API.,Rating: 4.5 out of 5,804 reviews,13.5 total hours,80 lectures,Intermediate,Jordan Hudgens
2860,"JavaScript and Ruby on Rails with React, Angular, and Vue","Make dynamic web apps with Rails and JavaScript, React, Angular, Vue, Yarn, Webpack and Semantic UI as front-end",Rating: 4.5 out of 5,377 reviews,23.5 total hours,302 lectures,All Levels,"Mashrur Hossain, Evgeny Rahman"
2861,Desenvolvendo REST / RESTful APIs com Ruby on Rails,Aprenda a criar uma aplicação completa com <strong>Ruby</strong> on <strong>Rails</strong> API-only,Rating: 4.7 out of 5,842 reviews,12 total hours,82 lectures,Intermediate,"Jackson Pires, Vídeos de Ti - Cursos EAD"
2862,Build A TodoList Fast with Ruby on Rails and Svelte,Learn to build a Full Stack <strong>Ruby</strong> on <strong>Rails</strong> and Svelte Application in No Time,Rating: 2.5 out of 5,3 reviews,1 total hour,18 lectures,Intermediate,CodeBrains.IO Tech Training
2863,Ruby on Rails 7 Hotwire Docker TailwindCSS,"Crea una aplicación de <strong>Ruby</strong> on <strong>Rails</strong> 7 utilizando Hotwire, Docker, TailwindCSS, PostgreSQL y Sendgrid.",Rating: 3.6 out of 5,4 reviews,15 total hours,120 lectures,All Levels,Jorge Ortiz
2864,Build A TodoList with Ruby on Rails and Electron Vue,,Rating: 0.0 out of 5,0 reviews,1 total hour,19 lectures,Intermediate,CodeBrains.IO Tech Training
2865,Build A TodoList with Ruby on Rails and Electron React,,Rating: 0.0 out of 5,0 reviews,1.5 total hours,19 lectures,Intermediate,CodeBrains.IO Tech Training
2866,Build A TodoList with Ruby on Rails and SolidJs,,Rating: 0.0 out of 5,0 reviews,1 total hour,17 lectures,Intermediate,CodeBrains.IO Tech Training
2867,Build A TodoList with Ruby on Rails and React Native,,Rating: 0.0 out of 5,0 reviews,1.5 total hours,20 lectures,Intermediate,CodeBrains.IO Tech Training
2868,Ruby Programming From Scratch : No Experience Required,Course designed with perfection for all <strong>Ruby</strong> Beginners. Learn and Build your foundation in <strong>Ruby</strong> at your own Pace.,Rating: 4.4 out of 5,129 reviews,8 total hours,66 lectures,All Levels,Smartherd Developers
2869,Docker para desenvolvedores Ruby on Rails,Use Docker no seu ambiente de desenvolvimento e produção com aplicações <strong>Ruby</strong> on <strong>Rails</strong>,Rating: 4.6 out of 5,513 reviews,7.5 total hours,52 lectures,All Levels,"Jackson Pires, Vídeos de Ti - Cursos EAD"
2870,Ruby on Rails - programowanie od podstaw,Praktyczne tworzenie aplikacji,Rating: 4.2 out of 5,59 reviews,9 total hours,88 lectures,Beginner,Videopoint Grupa Helion
2871,Build A TodoList with Ruby on Rails and React Native,Learn to build a Full Stack <strong>Ruby</strong> on <strong>Rails</strong> and React Native Application in No Time,Rating: 0.0 out of 5,0 reviews,1.5 total hours,20 lectures,Intermediate,CodeBrains.IO Tech Training
2872,Curso Rápido de Ruby on Rails,Tu camino de desarrollador comienza aquí,Rating: 4.0 out of 5,80 reviews,2 total hours,19 lectures,Beginner,Ilse Alejo
2873,Make Medium (https://medium.com) Clone in Ruby on Rails,"Create Medium Blog app for multiple user with authentication, authorization, tagging, social sharing and search features",Rating: 3.8 out of 5,11 reviews,2.5 total hours,14 lectures,All Levels,Sulman Baig
2874,Create and Deploy a Web App in 3 Hours,Deploy your app today with <strong>Ruby</strong> on <strong>Rails</strong> and harness the Power of Facebook to drive thousands of users to your website.,Rating: 4.1 out of 5,29 reviews,3.5 total hours,34 lectures,Beginner,Tiago Martins
2875,Ruby Programming Fundamentals,Learn <strong>Ruby</strong> with some challenging hands on projects to solidify your new knowledge.,Rating: 4.3 out of 5,5 reviews,5.5 total hours,52 lectures,All Levels,Stone River eLearning
2876,フルスタックエンジニアが教える 即戦力Railsエンジニア養成講座,Ruby言語の基礎から始め、<strong>Ruby</strong> on Rails5を使用したWebアプリケーションの開発方法について学びます。Railsの動作環境をDockerで構築する方法についても学びます。,Rating: 4.1 out of 5,1411 reviews,8.5 total hours,101 lectures,All Levels,Kazuya Kojima
2877,Top Ruby and Javascript Programming Bundle,Learn The <strong>Ruby</strong> Programming Language and Javascript Coding From Beginner To Intermediate For Web Development - Fast!,Rating: 4.7 out of 5,16 reviews,4 total hours,56 lectures,Beginner,John Elder
2878,Naucz się programować w RUBY,Poznaj podstawowe i zaawansowane techniki programowania,Rating: 4.1 out of 5,78 reviews,8.5 total hours,104 lectures,All Levels,Videopoint Grupa Helion
2879,Ruby-Grundlagen für Anfänger,Ein Kurs für alle die wenig Zeit (oder Geduld) haben.,Rating: 4.4 out of 5,31 reviews,1 total hour,40 lectures,Beginner,Stefan Wintermeyer
2880,"Linguagem Ruby Para Iniciantes: POO, BD, Jogos 2D E Mais!",Aprenda a programar com <strong>Ruby</strong>,Rating: 4.5 out of 5,133 reviews,19 total hours,142 lectures,All Levels,Artur Camelo
2881,Apprendre Ruby on Rails RAPIDEMENT,Investissez une journée pour apprendre <strong>Ruby</strong> on <strong>Rails</strong> RAPIDEMENT et FACILEMENT,Rating: 4.1 out of 5,65 reviews,7 total hours,31 lectures,All Levels,Sébastien Carceles
2882,RUBY - 2022. From Scratch to Professional. English version.,Complete learning of the <strong>Ruby</strong> language.,Rating: 2.5 out of 5,1 review,9 total hours,49 lectures,Beginner,Alexander Batashov
2883,Ruby Crash Course,A beginner's guide to the <strong>Ruby</strong> programming language.,Rating: 4.3 out of 5,39 reviews,3 total hours,8 lectures,Beginner,"Mammoth Interactive, John Bura"
2884,Ruby on Rails 6 - 2020. С Нуля и до Профи.,"Мы полностью изучим, с самого нуля, популярный фреймворк <strong>Ruby</strong> on <strong>Rails</strong> 6.",Rating: 3.8 out of 5,12 reviews,11 total hours,45 lectures,Beginner,Alexander Batashov
2885,Professional Rails Code Along,"Develop a real world Rails project using TDD/BDD, including a step by step guide to building professional applications.",Rating: 4.6 out of 5,620 reviews,19 total hours,120 lectures,Intermediate,Jordan Hudgens
2886,React JS + Angular + Rails 5 Bootcamp,Learn how to build a real world React JS and Angular apps that utilize Ruby on Rails for a backend API.,Rating: 4.5 out of 5,804 reviews,13.5 total hours,80 lectures,Intermediate,Jordan Hudgens
2887,"JavaScript and Ruby on Rails with React, Angular, and Vue","Make dynamic web apps with Rails and JavaScript, React, Angular, Vue, Yarn, Webpack and Semantic UI as front-end",Rating: 4.5 out of 5,377 reviews,23.5 total hours,302 lectures,All Levels,"Mashrur Hossain, Evgeny Rahman"
2888,Curso de Programación Orientada a Objetos con Ruby desde 0,Domina el Lenguaje de Programación <strong>Ruby</strong>! Curso Práctico de <strong>Ruby</strong> desde las bases de  la programación hasta POO,Rating: 4.2 out of 5,46 reviews,8 total hours,51 lectures,All Levels,Pedro Vargas • Ethical Hacker
2889,RUBY - 2020. С Нуля и до Профи.,Полное обучение языка <strong>Ruby</strong>.,Rating: 3.9 out of 5,25 reviews,9 total hours,51 lectures,Beginner,Alexander Batashov
2890,Ruby on Rails dla początkujących,Sam zbudujesz serwis internetowy pozwalający na wystawienie ogłoszeń z mieszkaniami do wynajęcia.,Rating: 4.3 out of 5,7 reviews,2 total hours,11 lectures,Beginner,Andrey Sevostyanov
2891,Build A TodoList with Ruby on Rails and Electron Vue,,Rating: 0.0 out of 5,0 reviews,1 total hour,19 lectures,Intermediate,CodeBrains.IO Tech Training
2892,Build A TodoList with Ruby on Rails and Electron React,,Rating: 0.0 out of 5,0 reviews,1.5 total hours,19 lectures,Intermediate,CodeBrains.IO Tech Training
2893,Build A TodoList with Ruby on Rails and SolidJs,,Rating: 0.0 out of 5,0 reviews,1 total hour,17 lectures,Intermediate,CodeBrains.IO Tech Training
2894,Build A TodoList with Ruby on Rails and React Native,,Rating: 0.0 out of 5,0 reviews,1.5 total hours,20 lectures,Intermediate,CodeBrains.IO Tech Training
2895,Learn how to use Ruby and Angular 2. Become a web developer,Learn to code in one of the easiest coding languages there is.,Rating: 4.7 out of 5,9 reviews,41 total hours,167 lectures,Beginner,"Mammoth Interactive, John Bura"
2896,Ruby on Rails : Guide Complet,"Vous apprendrez <strong>Ruby</strong>, <strong>Ruby</strong> on <strong>Rails</strong>, le développement web, le MVC, les bonnes pratiques",Rating: 3.7 out of 5,32 reviews,4 total hours,33 lectures,Beginner,Sébastien FIELOUX
2897,Vim for Ruby Developers,Learn how to automate your coding workflow and use a text editor like a professional <strong>Ruby</strong> developer.,Rating: 4.5 out of 5,353 reviews,3.5 total hours,49 lectures,Intermediate,Jordan Hudgens
2898,Ruby on Rails 6 - 2020. Создание собственного веб приложения,Разработка реального коммерческого проекта на <strong>Ruby</strong> on <strong>Rails</strong> 6.0.2.1,Rating: 0.0 out of 5,0 reviews,3.5 total hours,8 lectures,Beginner,Alexander Batashov
2899,Ruby on Rails - 2020. Создание Интернет Магазина.,Разработка реального коммерческого проекта на <strong>Ruby</strong> on <strong>Rails</strong>.,Rating: 3.9 out of 5,4 reviews,11 total hours,21 lectures,Beginner,Alexander Batashov
2900,Ruby: Intermediate,<strong>Ruby</strong>: Intermediate,Rating: 3.6 out of 5,11 reviews,5 total hours,84 lectures,Intermediate,Stone River eLearning
2901,Step by Step Ruby Scripting for Software Testers|50+RealTask,Check your knowledge by doing many programming challenge after each sections,Rating: 4.2 out of 5,20 reviews,7.5 total hours,116 lectures,All Levels,Testing Solution
